PhotoID,FType,Dominant_mean,Dominant_sd,Dominant_nu,Trust_mean,Trust_sd,Trust_nu,Smart_mean,Smart_sd,Smart_nu,Warm_mean,Warm_sd,Warm_nu,Attract_mean,Attract_sd,Attract_nu,Express_mean,Express_sd,Express_nu,Smile_mean,Smile_sd,Smile_nu,Amb_mean,Amb_sd,Amb_nu,Fem_mean,Fem_sd,Fem_nu,Male_count,Female_count,Gendother_count,Prop_female,Prop_male,Prop_gendother,Gender_nu,Gender_cat,RaceProt_As,RaceProt_Bl,RaceProt_Lat,RaceProt_Mid,RaceProt_Mult,RaceProt_Wh,RaceProt_As_sd,RaceProt_Bl_sd,RaceProt_Lat_sd,RaceProt_Mid_sd,RaceProt_Mult_sd,RaceProt_Wh_sd,RaceProt_As_nu,RaceProt_Bl_nu,RaceProt_Lat_nu,RaceProt_Mid_nu,RaceProt_Mult_nu,RaceProt_Wh_nu,Race_cat,Race_nu,Race_ca,Race_cb,Race_cl,Race_cmid,Race_cm,Race_cw,Race_co,Prop_As,Prop_Bl,Prop_Lat,Prop_Mid,Prop_Mult,Prop_Wh,Prop_Other
1053,0,3.76,1.58,51,3.55,1.47,51,3.98,1.12,51,3.22,1.25,51,3.45,1.55,51,3.16,0.97,51,1.92,1.7,51,3.71,1.54,51,4.98,1.17,51,0,51,0,1,0,0,51,1,2.29,2.92,5.98,3.16,4.61,3.1,1.57,1.76,0.91,1.76,1.61,1.63,51,51,51,51,51,51,3,51,1,3,36,2,7,1,1,0.02,0.06,0.71,0.04,0.14,0.02,0.02
1054,0,2.83,1.62,60,3.9,1.19,60,4.72,1.35,60,3.23,1.53,60,4.2,1.38,60,3.6,1.15,60,1.6,1.66,60,4.12,1.56,60,5.12,1.24,60,0,60,0,1,0,0,60,1,5.17,2.17,4,3.71,4.68,3.48,1.53,1.54,1.91,1.8,1.58,1.5,60,60,60,59,60,60,1,60,34,2,7,9,8,0,0,0.57,0.03,0.12,0.15,0.13,0,0
1055,0,3.37,1.71,41,3.76,1.51,41,4.46,1.55,41,3.12,1.68,41,3.8,1.45,41,3.76,1.09,41,1.98,2.36,41,3.83,1.94,41,2.32,0.82,41,41,0,0,0,1,0,41,2,4.5,1.88,4.15,3.03,4.32,4.83,1.85,1.3,1.58,1.72,2.01,1.93,40,40,40,40,41,40,5,41,11,0,3,1,13,12,1,0.27,0,0.07,0.02,0.32,0.29,0.02
1056,0,3.76,1.66,42,3.71,1.42,42,4.21,1.16,42,2.95,1.29,42,5.19,1.25,42,3.29,1.13,42,1.79,1.91,42,3.79,1.12,42,5.88,0.92,42,0,42,0,1,0,0,42,1,2.81,2.55,5.81,4.02,4.98,2.98,1.63,1.47,1.25,1.81,1.37,1.73,42,42,42,42,42,42,3,42,1,1,31,5,3,1,0,0.02,0.02,0.74,0.12,0.07,0.02,0
1057,0,2.67,1.49,51,3.8,1.3,51,3.92,1.15,51,2.82,1.41,51,4.08,1.35,51,3.35,1.2,51,2.14,2.01,51,3.73,1.5,51,5.25,1.18,51,1,50,0,0.98,0.02,0,51,1,5.84,1.82,4.2,2.82,4.12,2.8,1.3,1.24,1.8,1.62,1.64,1.74,51,51,51,50,51,51,1,51,37,0,8,0,6,0,0,0.73,0,0.16,0,0.12,0,0
1058,0,4.25,1.55,48,4.58,1.23,48,4.79,1.03,48,4.71,1.32,48,4.71,1.32,48,5.29,0.71,48,5.17,1.15,47,2.26,1.42,47,2.23,0.95,48,48,0,0,0,1,0,48,2,1.69,6.75,2.08,1.92,2.83,1.83,0.97,0.44,1.43,1.18,1.6,1.19,48,48,48,48,48,48,2,48,0,48,0,0,0,0,0,0,1,0,0,0,0,0
1059,0,3.52,1.74,48,3.4,1.38,48,3.85,1.24,48,2.56,1.4,48,3.02,1.41,48,3.1,1.1,48,1.65,1.85,48,4.27,1.59,48,4.08,1.4,48,6,42,0,0.88,0.13,0,48,1,2.29,2.46,5.42,3.27,4.67,3.52,1.47,1.54,1.27,1.73,1.59,1.65,48,48,48,48,48,48,3,48,0,2,29,6,8,1,2,0,0.04,0.6,0.13,0.17,0.02,0.04
1060,0,3.45,1.49,51,4.64,0.92,50,4.76,0.98,50,4.65,1.29,51,4.41,1.13,51,5,0.77,51,3.82,2.37,51,2.76,1.56,51,5.22,1.14,51,0,51,0,1,0,0,51,1,2.06,6.51,2.9,2.27,3.92,2.08,1.24,0.81,1.64,1.2,1.78,1.18,50,51,51,51,51,51,2,51,0,49,1,0,1,0,0,0,0.96,0.02,0,0.02,0,0
1061,0,4.36,1.43,50,4.1,1.49,50,4.52,1.22,50,3.82,1.32,50,4.64,1.31,50,3.84,1.02,50,2.14,2.06,50,2.64,1.51,50,5.42,1.03,50,0,50,0,1,0,0,50,1,1.72,6.44,3.34,2.28,4.66,2.42,1.07,0.64,1.62,1.41,1.76,1.54,50,50,50,50,50,50,2,50,0,44,0,0,6,0,0,0,0.88,0,0,0.12,0,0
1062,0,2.81,1.7,48,4.27,1.23,48,4.65,1.02,48,3.98,1.42,48,4.54,1.15,48,4.15,0.95,48,2,2.29,48,4.1,1.36,48,5.25,1.04,48,1,47,0,0.98,0.02,0,48,1,2.79,1.88,5.92,3.75,4.38,3.1,1.71,1.36,1.07,1.83,1.68,1.77,48,48,48,48,48,48,3,48,2,0,35,5,3,2,1,0.04,0,0.73,0.1,0.06,0.04,0.02
1063,0,3.24,1.57,55,3.85,1.08,55,4.16,1.13,55,3.24,1.25,55,5.44,0.94,55,3.56,1.08,55,1.55,2.05,55,3.25,1.29,55,6.05,0.83,55,1,54,0,0.98,0.02,0,55,1,2.13,1.54,4.37,2.55,3.82,5.56,1.36,0.99,1.75,1.48,1.88,1.38,55,54,54,55,55,55,7,55,1,0,16,0,8,30,0,0.02,0,0.29,0,0.15,0.55,0
1064,0,4.62,1.62,53,3.49,1.22,53,3.91,1.18,53,3.49,1.31,53,4.47,1.37,53,4.08,0.9,53,2.26,2.2,53,3.83,1.53,53,2.21,1.06,53,53,0,0,0,1,0,53,2,2.17,4.67,5.6,2.88,5.38,2.88,1.41,1.74,1.4,1.71,1.67,1.71,52,51,52,52,53,52,3,53,0,16,27,0,10,0,0,0,0.3,0.51,0,0.19,0,0
1065,0,2.7,1.5,47,5.09,1.14,47,5.26,1.17,47,4.98,1.07,47,5.21,1.14,47,5.45,0.85,47,4.53,2.22,47,3.15,1.71,47,5.74,0.97,47,0,47,0,1,0,0,47,1,6.15,1.87,3.62,2.51,3.72,2.55,1.18,1.26,1.8,1.43,1.84,1.52,47,47,47,47,47,47,1,47,39,0,4,0,3,0,1,0.83,0,0.09,0,0.06,0,0.02
1066,0,3.49,1.63,57,3.82,1.42,57,4.14,1.42,57,4.16,1.5,57,4.44,1.35,57,4.42,0.91,57,3.14,2.03,57,3.84,1.62,57,5.42,0.96,57,1,56,0,0.98,0.02,0,57,1,2.26,2.33,5.61,3.37,4.77,4.3,1.45,1.52,1.44,1.67,1.59,1.48,57,57,57,57,57,57,3,57,0,0,43,1,8,5,0,0,0,0.75,0.02,0.14,0.09,0
1067,0,3.84,1.58,50,4.02,1.32,50,4.16,1.22,50,3.5,1.25,50,4.34,1.19,50,3.58,0.93,50,2.22,2.01,50,3.24,1.62,50,5.18,1.04,50,0,50,0,1,0,0,50,1,2.14,6.32,3.28,1.9,4.34,2.28,1.41,0.71,1.75,1.23,1.75,1.37,50,50,50,50,50,50,2,50,0,43,1,0,6,0,0,0,0.86,0.02,0,0.12,0,0
1068,0,3.31,1.57,49,4.1,1.33,49,5.06,1.05,49,3.38,1.58,48,4.82,1.27,49,4.02,1.15,49,2.02,2.11,49,3.14,1.63,49,5.55,0.98,49,0,48,1,0.98,0,0.02,49,1,6.18,1.76,2.76,2.49,4,2.76,1.27,1.3,1.85,1.75,1.85,1.63,49,49,49,49,49,49,1,49,43,2,2,0,2,0,0,0.88,0.04,0.04,0,0.04,0,0
1069,0,3.13,1.61,53,4.4,1.43,53,4.38,1.38,53,4.04,1.54,53,3.68,1.42,53,3.77,1.1,53,2.17,2.22,53,3.72,1.36,53,4.36,1.29,53,0,53,0,1,0,0,53,1,2.04,4.85,4.63,2.71,4.87,2.65,1.36,1.81,1.51,1.4,1.52,1.44,52,52,52,52,53,52,N/A,53,0,17,17,1,15,0,3,0,0.32,0.32,0.02,0.28,0,0.06
1070,0,3.31,1.62,51,3.73,1.5,51,4.22,1.45,51,2.94,1.59,51,3.69,1.41,51,3.39,1.11,51,1.29,1.89,51,3.51,1.45,51,2.71,1.1,51,51,0,0,0,1,0,51,2,6.06,2.62,4.14,2.7,4.58,2.18,0.86,1.65,1.63,1.31,1.67,1.27,51,50,50,50,50,50,1,51,37,0,5,0,9,0,0,0.73,0,0.1,0,0.18,0,0
1071,0,3,1.29,36,3.81,0.95,36,4,1.1,36,3.78,1.31,36,3.86,1.29,36,3.97,1.03,36,2.25,2.08,36,3.28,1.49,36,4.83,1.03,36,1,34,1,0.94,0.03,0.03,36,1,1.69,1.69,3.22,2.89,3.22,6.03,1.12,1.28,1.73,1.79,1.61,1.3,36,36,36,36,36,36,7,36,0,0,1,3,1,30,1,0,0,0.03,0.08,0.03,0.83,0.03
1072,0,3.84,1.47,62,4.45,1.13,62,4.87,1.12,62,4.27,1.42,62,5.05,1.15,62,4.84,1,61,3.39,2.11,62,4.4,1.29,62,5.23,1.17,62,1,61,0,0.98,0.02,0,62,1,3.44,3.68,5.56,3.02,5.31,3.08,1.88,1.8,1.13,1.51,1.39,1.56,61,62,62,62,62,62,3,62,5,7,36,0,13,0,1,0.08,0.11,0.58,0,0.21,0,0.02
1073,0,2.93,1.47,59,4.45,1.2,60,4.87,1.11,60,4.35,1.42,60,4.87,1.11,60,4.68,0.89,60,3.52,2.03,60,3.87,1.57,60,5.83,0.96,60,0,60,0,1,0,0,60,1,5.47,2.38,3.88,2.88,4.37,3.85,1.46,1.4,1.58,1.68,1.69,1.61,60,60,59,60,60,60,1,60,37,0,5,2,13,3,0,0.62,0,0.08,0.03,0.22,0.05,0
1074,0,4.14,1.51,50,3.66,1.22,50,4.32,1.2,50,3.96,1.38,50,4.48,1.4,50,5.02,1.02,50,4.14,1.63,50,3.84,1.39,50,2.36,0.85,50,49,1,0,0.02,0.98,0,50,2,2.2,2,5.92,3.53,4.8,3.73,1.43,1.32,1.01,1.76,1.77,1.86,49,49,50,49,49,49,3,50,1,0,27,4,11,7,0,0.02,0,0.54,0.08,0.22,0.14,0
1075,0,2.58,1.5,50,3.4,1.48,50,3.74,1.29,50,2.82,1.41,50,4.26,1.59,50,2.92,1.14,50,1.84,1.95,50,4.06,1.41,50,5.36,1.05,50,1,49,0,0.98,0.02,0,50,1,2.54,2.24,5.04,4.1,4.54,4.96,1.67,1.44,1.59,1.81,1.57,1.7,50,50,50,50,50,50,3,50,0,0,20,6,10,14,0,0,0,0.4,0.12,0.2,0.28,0
1076,0,4.23,1.77,39,4.15,1.58,39,4.54,1.29,39,3.95,1.54,39,5.46,1.37,39,4.08,1.22,39,2.44,2.26,39,3.92,1.16,39,5.79,0.89,39,0,39,0,1,0,0,39,1,3.79,2.18,5.67,3.74,4.72,3.46,1.92,1.25,1.28,1.46,1.5,1.5,39,39,39,39,39,39,3,39,8,0,26,0,4,1,0,0.21,0,0.67,0,0.1,0.03,0
1077,0,4.34,1.62,47,3.7,1.55,47,4.46,1.44,46,2.96,1.55,47,4.26,1.29,47,3.34,1.01,47,1.91,1.65,47,3.66,1.13,47,5.13,1.26,47,0,47,0,1,0,0,47,1,5.11,2.09,4.29,2.51,5.02,3.74,1.8,1.38,1.7,1.39,1.68,1.88,46,45,45,45,44,47,1,47,26,0,7,0,7,6,1,0.55,0,0.15,0,0.15,0.13,0.02
1079,0,2.89,1.6,45,3.78,1.29,45,4.02,1.19,44,3.36,1.35,45,4.4,1.3,45,3.58,0.94,45,2.13,2.02,45,3.4,1.42,45,5.11,0.98,45,0,44,1,0.98,0,0.02,45,1,3.07,1.69,3.27,2.24,4.04,5.71,1.83,1.22,1.72,1.52,1.86,1.39,45,45,45,45,45,45,7,45,4,0,2,1,14,24,0,0.09,0,0.04,0.02,0.31,0.53,0
1080,0,4,1.72,53,3.7,1.17,53,4.28,1.32,53,3.3,1.41,53,4.83,1.07,53,3.62,0.95,53,2.19,2.02,53,3.85,1.26,53,5.55,0.95,53,0,53,0,1,0,0,53,1,2.74,2.43,5.43,3.64,4.58,4.3,1.53,1.39,1.15,1.55,1.68,1.68,53,53,53,53,53,53,3,53,3,0,30,6,4,10,0,0.06,0,0.57,0.11,0.08,0.19,0
1081,0,4,1.67,51,3.44,1.55,50,4.1,1.43,51,2.98,1.39,51,3.98,1.69,51,2.94,1.22,50,1.47,1.71,51,3.71,1.53,51,5.22,1.39,51,0,49,2,0.96,0,0.04,51,1,2.59,2.76,5.84,4.37,4.46,2.41,1.61,1.64,1.41,1.67,1.57,1.51,51,51,51,51,50,49,3,51,0,0,37,11,3,0,0,0,0,0.73,0.22,0.06,0,0
1082,0,2.66,1.38,50,4.66,1.26,50,4.72,1.36,50,4.4,1.43,50,4.3,1.22,50,4.42,0.84,50,3.36,2.11,50,4.32,1.46,50,5.04,0.83,50,0,50,0,1,0,0,50,1,2,3.28,5.12,3.38,5.26,3.46,1.14,1.73,1.71,1.44,1.38,1.7,50,50,50,50,50,50,3,50,1,1,28,0,15,3,2,0.02,0.02,0.56,0,0.3,0.06,0.04
1083,0,3.36,1.57,42,3.33,1.34,42,3.86,1.3,42,2.68,1.27,41,4.14,1.49,42,3.1,1.12,42,1.81,1.95,42,1.9,1.32,42,5.4,1.27,42,1,41,0,0.98,0.02,0,42,1,2.05,1.81,2.29,2.12,2.4,6.4,1.4,1.29,1.58,1.33,1.52,0.89,42,42,42,42,42,42,7,42,0,0,0,0,0,42,0,0,0,0,0,0,1,0
1084,0,4.21,1.44,42,3.83,1.34,42,4.41,1.45,41,3.14,1.59,42,4.48,1.13,42,3.43,1.09,42,1.6,1.96,42,4,1.43,42,5.29,0.97,42,0,42,0,1,0,0,42,1,2.95,1.9,5.45,3.45,4.43,4.33,1.79,1.41,1.6,1.67,1.76,1.6,42,42,42,42,42,42,3,42,0,1,26,1,6,8,0,0,0.02,0.62,0.02,0.14,0.19,0
1085,0,3.23,1.45,52,4.25,1.27,52,4.35,1.28,52,4.06,1.35,52,4.58,1.39,52,4.17,1.15,52,3.31,2.3,52,4.4,1.46,52,5.52,1.09,52,1,51,0,0.98,0.02,0,52,1,2.83,2.33,4.96,4.85,4.54,3.23,1.73,1.41,1.74,1.68,1.78,1.72,52,52,52,52,52,52,3,52,1,1,20,19,8,3,0,0.02,0.02,0.38,0.37,0.15,0.06,0
1086,0,2.69,1.44,55,4.44,1.24,55,4.93,1.07,55,4.71,1.21,55,4.82,1.11,55,4.89,0.83,55,4,2.07,55,3.64,1.43,55,5.56,0.88,55,3,52,0,0.95,0.05,0,55,1,2.33,1.89,4.58,3.55,4.18,5.05,1.43,1.36,1.82,1.77,1.66,1.38,55,55,55,55,55,55,7,55,0,0,18,5,9,23,0,0,0,0.33,0.09,0.16,0.42,0
1087,0,3.79,1.8,61,3.43,1.45,61,3.46,1.26,61,2.79,1.29,61,2.57,1.2,61,2.72,1.07,61,1.56,1.73,61,3.92,1.37,61,3.85,0.98,61,0,61,0,1,0,0,61,1,2.07,4.56,4.67,2.52,5.08,2.54,1.25,1.63,1.62,1.5,1.46,1.5,61,61,61,61,61,61,5,61,2,18,17,1,23,0,0,0.03,0.3,0.28,0.02,0.38,0,0
1088,0,3.04,1.38,49,4.27,1.32,49,4.65,1.05,49,4.08,1.38,49,4.27,1.24,49,4.37,0.83,49,3.45,2.09,49,4.16,1.39,49,5.14,1.17,49,2,46,1,0.94,0.04,0.02,49,1,3.08,2.16,5.43,4.35,4.49,3.39,1.72,1.33,1.47,1.64,1.58,1.71,49,49,49,49,49,49,3,49,6,0,22,8,7,5,1,0.12,0,0.45,0.16,0.14,0.1,0.02
1089,0,4.04,1.25,56,3.52,1.31,56,4.11,1.23,56,2.91,1.21,56,4.25,1.28,56,3.34,1.03,56,1.82,1.96,56,3.96,1.44,56,4.7,1.39,56,0,54,2,0.96,0,0.04,56,1,2.11,2,5.04,3.29,4.5,4.25,1.3,1.35,1.36,1.65,1.56,2.03,55,56,56,56,56,56,3,56,0,0,26,0,13,17,0,0,0,0.46,0,0.23,0.3,0
1090,0,4.35,1.49,57,3.56,1.15,57,4.11,1.23,57,3.14,1.52,57,4.53,1.21,57,3.65,1.09,57,1.98,2.07,57,3.96,1.41,57,2.56,0.82,57,57,0,0,0,1,0,57,2,2.68,2.04,5.67,3.88,4.44,3.96,1.66,1.3,1.11,1.71,1.8,1.85,57,57,57,57,57,57,3,57,1,0,44,4,2,6,0,0.02,0,0.77,0.07,0.04,0.11,0
1091,0,4.07,1.58,43,3.65,1.33,43,4.3,1.21,43,3.3,1.32,43,4.26,1.33,43,3.79,1.15,43,2.58,2.12,43,2.86,1.47,43,2.07,1.22,43,43,0,0,0,1,0,43,2,1.56,1.4,3.05,4,3.33,5.74,0.91,0.76,1.83,1.99,1.97,1.4,43,43,43,43,43,43,7,43,0,0,2,10,5,26,0,0,0,0.05,0.23,0.12,0.6,0
1092,0,3.48,1.27,50,3.66,1.22,50,3.96,1.03,50,3.42,1.09,50,3.52,1.16,50,4.24,1.01,49,2.74,2.24,50,3.06,1.56,50,2.96,0.88,50,49,1,0,0.02,0.98,0,50,2,1.88,1.8,2.86,2.56,3.3,5.84,1.17,1.2,1.68,1.68,1.8,1.23,50,50,50,50,50,50,7,50,0,0,2,1,6,41,0,0,0,0.04,0.02,0.12,0.82,0
1093,0,3.56,1.66,61,3.72,1.39,61,3.89,1.14,61,3.79,1.39,61,3.67,1.22,61,4.13,1.02,61,2.97,1.63,61,1.97,1.32,61,4.9,1.19,61,0,61,0,1,0,0,61,1,1.8,1.49,2.07,1.95,2.1,6.46,1.26,0.92,1.25,1.28,1.43,1.07,61,61,61,61,61,61,7,61,0,0,0,0,0,61,0,0,0,0,0,0,1,0
1094,0,2.92,1.41,50,4.44,1.03,50,4.62,1.18,50,4.66,1.26,50,5.26,1.1,50,4.82,0.69,50,3.82,2.11,50,3.32,1.67,50,5.96,0.75,50,0,50,0,1,0,0,50,1,1.88,1.46,3.54,3.34,3.38,5.88,1.41,0.89,1.81,1.87,1.83,1.41,50,50,50,50,50,50,7,50,0,0,7,5,5,33,0,0,0,0.14,0.1,0.1,0.66,0
1095,0,3.21,1.43,53,3.94,1.36,53,4.23,1.15,53,3.42,1.55,53,4.23,1.15,53,3.85,1.15,53,2.28,2.07,53,3.42,1.38,53,5.65,0.9,52,1,51,1,0.96,0.02,0.02,53,1,2.13,1.75,4.94,3.38,4.26,4.91,1.16,1.01,1.47,1.55,1.52,1.66,53,52,53,53,53,53,3,53,0,0,21,3,13,16,0,0,0,0.4,0.06,0.25,0.3,0
1096,0,3.98,1.78,47,3.98,1.21,47,4.58,0.96,48,3.73,1.37,49,4.8,1.06,49,4.33,1.13,49,3,2.09,49,3.49,1.65,49,5.45,1.16,49,1,46,2,0.94,0.02,0.04,49,1,2,1.98,3.73,3.02,4.02,6,1.41,1.55,1.73,1.84,1.87,1.17,49,49,49,49,49,49,7,49,0,0,4,1,7,37,0,0,0,0.08,0.02,0.14,0.76,0
1097,0,3.38,1.54,45,4.22,1.2,45,4.27,1.3,45,4.27,1.36,45,5.73,0.81,45,4.69,1.1,45,3.73,2.11,45,3.93,1.18,45,6,0.85,45,0,45,0,1,0,0,45,1,2.36,1.98,5.76,4.16,4.53,4.18,1.35,1.14,0.83,1.59,1.44,1.6,45,45,45,45,45,45,3,45,0,0,29,4,3,9,0,0,0,0.64,0.09,0.07,0.2,0
1098,0,3.55,1.71,51,4.37,1.17,52,4.85,1.04,52,4.67,1.31,52,4.44,1.18,52,4.71,0.98,52,3.75,1.97,52,3.79,1.45,52,5.58,1.09,52,0,52,0,1,0,0,52,1,3.65,2.79,5.48,3.52,4.6,3.65,1.61,1.54,1.26,1.49,1.61,1.6,52,52,52,52,52,52,3,52,6,1,32,0,10,3,0,0.12,0.02,0.62,0,0.19,0.06,0
1099,0,3.68,1.71,53,4.11,1.24,53,4.55,1.25,53,3.23,1.42,53,4.47,1.19,53,3.28,1.1,53,1.62,2.04,53,3.62,1.5,53,5.32,1.14,53,0,53,0,1,0,0,53,1,2.32,2.06,5.42,4.87,4.51,2.92,1.58,1.2,1.59,1.62,1.72,1.6,53,53,53,53,53,53,3,53,3,0,25,24,0,1,0,0.06,0,0.47,0.45,0,0.02,0
1100,0,3.35,1.45,60,4.27,1.39,60,4.5,1.07,60,3.87,1.26,60,4.78,1.03,60,3.95,0.87,60,1.98,1.97,60,4.22,1.35,60,5.43,1,60,0,60,0,1,0,0,60,1,2.7,2.15,5.28,4.35,4.45,4.48,1.58,1.2,1.12,1.58,1.65,1.61,60,60,60,60,60,60,3,60,1,1,26,9,13,10,0,0.02,0.02,0.43,0.15,0.22,0.17,0
1101,0,3.4,1.61,63,4.1,1.19,63,4.46,1.2,63,3.76,1.46,63,4.52,1.15,63,4.03,0.95,63,2.37,2.08,63,3.1,1.59,63,5.21,1.15,63,1,62,0,0.98,0.02,0,63,1,1.74,1.76,3.54,2.32,3.3,6.08,1.12,1.24,2,1.46,1.85,1.41,62,63,63,63,63,63,7,63,0,0,7,1,1,54,0,0,0,0.11,0.02,0.02,0.86,0
1102,0,4.4,1.59,55,3.62,1.25,55,3.98,1.27,54,2.94,1.26,53,4.45,1,55,4.05,0.93,55,2.27,2.1,55,4.04,1.35,55,2.56,1.2,55,55,0,0,0,1,0,55,2,4.33,1.71,5.36,3.02,4.8,4.15,1.62,1.1,1.39,1.72,1.57,1.6,55,55,55,55,54,55,3,55,9,0,25,2,16,3,0,0.16,0,0.45,0.04,0.29,0.05,0
1103,0,3.4,1.43,48,4.56,1.2,48,4.94,1.17,48,3.58,1.43,48,4.1,1.32,48,3.83,0.88,48,2.13,2.12,48,3.85,1.44,48,4.75,1.06,48,5,42,1,0.88,0.1,0.02,48,1,2.83,2.4,3.27,5.79,4.17,2.81,1.56,1.35,1.62,1.18,1.79,1.41,48,48,48,48,48,48,4,48,0,0,0,44,4,0,0,0,0,0,0.92,0.08,0,0
1104,0,3.54,1.47,52,3.92,1.33,52,4.56,1.24,52,4.08,1.38,52,3.73,1.47,52,4.69,1.09,52,3.77,1.76,52,3.83,1.46,52,2.88,1.15,52,50,2,0,0.04,0.96,0,52,2,3.73,2.12,4.5,2.96,4.9,4.88,1.7,1.42,1.83,1.53,1.59,1.8,52,52,52,52,52,52,N/A,52,9,1,11,1,15,15,0,0.17,0.02,0.21,0.02,0.29,0.29,0
1105,0,4.09,1.54,55,3.71,1.27,55,4.62,1.21,55,2.56,1.29,55,4.69,1.18,55,2.76,1.21,54,1.33,1.9,55,3.85,1.6,55,4.96,1.35,55,1,54,0,0.98,0.02,0,55,1,5.85,1.65,3.15,2.62,4.49,4.16,0.99,1.13,1.69,1.53,1.89,1.6,55,55,55,55,55,55,1,55,34,0,3,0,17,1,0,0.62,0,0.05,0,0.31,0.02,0
1106,0,3.02,1.52,47,4.32,1.34,47,4.83,1.37,47,3.74,1.44,47,4.85,1.29,47,3.85,1.12,47,2.21,2.18,47,3.4,1.61,47,5.47,0.97,47,0,47,0,1,0,0,47,1,6.11,1.68,3.11,2.23,4.11,3.02,0.96,1.07,1.77,1.31,1.75,1.78,47,47,47,47,47,47,1,47,38,2,3,0,4,0,0,0.81,0.04,0.06,0,0.09,0,0
1107,0,3.97,1.61,59,3.73,1.34,59,3.98,1.28,59,2.63,1.23,59,3.78,1.26,59,3.02,0.97,59,1.46,1.68,59,3.63,1.48,59,4.81,1.06,59,0,59,0,1,0,0,59,1,2.07,2.93,5.78,3.03,4.47,3.49,1.45,1.72,1.4,1.56,1.85,1.82,59,59,59,59,59,59,3,59,0,0,50,0,6,3,0,0,0,0.85,0,0.1,0.05,0
1108,0,4.16,1.78,49,4.39,1.2,49,5,1.12,49,4.12,1.49,49,5.14,1.14,49,4.22,1.14,49,2.92,2.11,48,3.49,1.76,49,5.9,0.8,49,0,49,0,1,0,0,49,1,6,2.06,4.35,2.61,4.5,2.59,1.17,1.27,1.79,1.82,1.8,1.78,49,49,49,49,48,49,1,49,33,1,6,1,6,0,2,0.67,0.02,0.12,0.02,0.12,0,0.04
